18:04:37.548 **********  A1  **********
18:04:38.913 65, 1647270278913, thing(-3,0,obstacle,)
18:04:38.913 65, 1647270278913, thing(-3,2,obstacle,)
18:04:38.913 65, 1647270278913, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:38.914 65, 1647270278914, score(0)
18:04:38.914 65, 1647270278914, thing(-3,-2,obstacle,)
18:04:38.914 65, 1647270278914, thing(-1,-3,obstacle,)
18:04:38.914 65, 1647270278914, thing(1,-2,obstacle,)
18:04:38.915 65, 1647270278915, thing(1,-4,obstacle,)
18:04:38.915 65, 1647270278915, thing(3,-1,obstacle,)
18:04:38.915 65, 1647270278915, thing(3,1,obstacle,)
18:04:38.915 65, 1647270278915, energy(100)
18:04:38.915 65, 1647270278915, name(agentA1)
18:04:38.915 65, 1647270278915, team(A)
18:04:38.915 65, 1647270278915, teamSize(1)
18:04:38.916 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : n
18:04:39.030 **********  A1  **********
18:04:39.030 67, 1647270279030, simStart
18:04:39.030 67, 1647270279030, lastAction(move)
18:04:39.030 67, 1647270279030, thing(-4,-1,obstacle,)
18:04:39.030 67, 1647270279030, thing(-2,2,obstacle,)
18:04:39.031 67, 1647270279030, deactivated(false)
18:04:39.031 67, 1647270279031, thing(-4,1,obstacle,)
18:04:39.031 67, 1647270279031, thing(-2,-2,obstacle,)
18:04:39.031 67, 1647270279031, lastActionParams([n])
18:04:39.031 67, 1647270279031, thing(2,2,obstacle,)
18:04:39.031 67, 1647270279031, thing(0,-1,obstacle,)
18:04:39.031 67, 1647270279031, thing(0,-3,obstacle,)
18:04:39.031 67, 1647270279031, thing(0,-5,obstacle,)
18:04:39.031 67, 1647270279031, thing(2,-2,obstacle,)
18:04:39.031 67, 1647270279031, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:39.032 67, 1647270279031, thing(4,-1,obstacle,)
18:04:39.032 67, 1647270279032, step(7)
18:04:39.032 67, 1647270279032, thing(4,1,obstacle,)
18:04:39.032 67, 1647270279032, task(task0,137,10,[req(0,1,b2)])
18:04:39.032 67, 1647270279032, requestAction
18:04:39.032 67, 1647270279032, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:39.032 67, 1647270279032, thing(-3,1,obstacle,)
18:04:39.032 67, 1647270279032, thing(-5,0,obstacle,)
18:04:39.032 67, 1647270279032, lastActionResult(success)
18:04:39.032 67, 1647270279032, thing(-3,-1,obstacle,)
18:04:39.032 67, 1647270279032, thing(-1,-2,obstacle,)
18:04:39.032 67, 1647270279032, thing(-1,-4,obstacle,)
18:04:39.032 67, 1647270279032, thing(1,-1,obstacle,)
18:04:39.032 67, 1647270279032, thing(1,-3,obstacle,)
18:04:39.032 67, 1647270279032, thing(3,-2,obstacle,)
18:04:39.033 67, 1647270279033, thing(3,0,obstacle,)
18:04:39.033 67, 1647270279033, thing(3,2,obstacle,)
18:04:39.033 67, 1647270279033, timestamp(1647270278947)
18:04:39.033 67, 1647270279033, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:39.033 67, 1647270279033, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:39.033 67, 1647270279033, thing(-4,0,obstacle,)
18:04:39.033 67, 1647270279033, thing(-2,3,obstacle,)
18:04:39.033 67, 1647270279033, steps(750)
18:04:39.033 67, 1647270279033, thing(2,3,obstacle,)
18:04:39.033 67, 1647270279033, thing(-2,-3,obstacle,)
18:04:39.033 67, 1647270279033, thing(0,-2,obstacle,)
18:04:39.033 67, 1647270279033, thing(2,-1,obstacle,)
18:04:39.033 67, 1647270279033, thing(0,-4,obstacle,)
18:04:39.033 67, 1647270279033, thing(2,-3,obstacle,)
18:04:39.034 67, 1647270279033, deadline(1647270282948)
18:04:39.034 67, 1647270279034, thing(4,0,obstacle,)
18:04:39.034 67, 1647270279034, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:39.034 67, 1647270279034, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:39.034 67, 1647270279034, thing(0,0,entity,A)
18:04:39.034 67, 1647270279034, role(default)
18:04:39.034 67, 1647270279034, thing(-3,0,obstacle,)
18:04:39.034 67, 1647270279034, thing(-3,2,obstacle,)
18:04:39.034 67, 1647270279034, actionID(7)
18:04:39.034 67, 1647270279034, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:39.034 67, 1647270279034, score(0)
18:04:39.034 67, 1647270279034, thing(-3,-2,obstacle,)
18:04:39.034 67, 1647270279034, thing(-1,-3,obstacle,)
18:04:39.034 67, 1647270279034, thing(1,-2,obstacle,)
18:04:39.034 67, 1647270279034, thing(1,-4,obstacle,)
18:04:39.035 67, 1647270279034, thing(3,-1,obstacle,)
18:04:39.035 67, 1647270279035, thing(5,0,obstacle,)
18:04:39.035 67, 1647270279035, thing(3,1,obstacle,)
18:04:39.035 67, 1647270279035, energy(100)
18:04:39.035 67, 1647270279035, name(agentA1)
18:04:39.035 67, 1647270279035, team(A)
18:04:39.035 67, 1647270279035, teamSize(1)
18:04:39.036 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : n
18:04:39.141 **********  A1  **********
18:04:39.142 69, 1647270279141, simStart
18:04:39.142 69, 1647270279142, lastAction(move)
18:04:39.142 69, 1647270279142, thing(-4,-1,obstacle,)
18:04:39.142 69, 1647270279142, thing(-2,2,obstacle,)
18:04:39.142 69, 1647270279142, deactivated(false)
18:04:39.142 69, 1647270279142, thing(-4,1,obstacle,)
18:04:39.142 69, 1647270279142, thing(-2,-2,obstacle,)
18:04:39.142 69, 1647270279142, lastActionParams([n])
18:04:39.142 69, 1647270279142, thing(2,2,obstacle,)
18:04:39.142 69, 1647270279142, thing(0,-1,obstacle,)
18:04:39.142 69, 1647270279142, lastActionResult(failed_path)
18:04:39.142 69, 1647270279142, thing(0,-3,obstacle,)
18:04:39.142 69, 1647270279142, thing(0,-5,obstacle,)
18:04:39.143 69, 1647270279143, thing(2,-2,obstacle,)
18:04:39.143 69, 1647270279143, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:39.143 69, 1647270279143, thing(4,-1,obstacle,)
18:04:39.143 69, 1647270279143, thing(4,1,obstacle,)
18:04:39.143 69, 1647270279143, task(task0,137,10,[req(0,1,b2)])
18:04:39.143 69, 1647270279143, step(8)
18:04:39.143 69, 1647270279143, requestAction
18:04:39.143 69, 1647270279143, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:39.143 69, 1647270279143, thing(-3,1,obstacle,)
18:04:39.143 69, 1647270279143, thing(-5,0,obstacle,)
18:04:39.143 69, 1647270279143, thing(-3,-1,obstacle,)
18:04:39.143 69, 1647270279143, thing(-1,-2,obstacle,)
18:04:39.144 69, 1647270279144, thing(-1,-4,obstacle,)
18:04:39.144 69, 1647270279144, thing(1,-1,obstacle,)
18:04:39.144 69, 1647270279144, thing(1,-3,obstacle,)
18:04:39.144 69, 1647270279144, thing(3,-2,obstacle,)
18:04:39.144 69, 1647270279144, thing(3,0,obstacle,)
18:04:39.144 69, 1647270279144, thing(3,2,obstacle,)
18:04:39.144 69, 1647270279144, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:39.144 69, 1647270279144, timestamp(1647270279067)
18:04:39.144 69, 1647270279144, deadline(1647270283067)
18:04:39.144 69, 1647270279144, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:39.144 69, 1647270279144, thing(-4,0,obstacle,)
18:04:39.144 69, 1647270279144, thing(-2,3,obstacle,)
18:04:39.144 69, 1647270279144, steps(750)
18:04:39.145 69, 1647270279145, thing(2,3,obstacle,)
18:04:39.145 69, 1647270279145, thing(-2,-3,obstacle,)
18:04:39.145 69, 1647270279145, thing(0,-2,obstacle,)
18:04:39.145 69, 1647270279145, thing(2,-1,obstacle,)
18:04:39.145 69, 1647270279145, thing(0,-4,obstacle,)
18:04:39.145 69, 1647270279145, thing(2,-3,obstacle,)
18:04:39.145 69, 1647270279145, thing(4,0,obstacle,)
18:04:39.145 69, 1647270279145, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:39.145 69, 1647270279145, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:39.145 69, 1647270279145, thing(0,0,entity,A)
18:04:39.145 69, 1647270279145, role(default)
18:04:39.145 69, 1647270279145, thing(-3,0,obstacle,)
18:04:39.145 69, 1647270279145, actionID(8)
18:04:39.145 69, 1647270279145, thing(-3,2,obstacle,)
18:04:39.146 69, 1647270279145, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:39.146 69, 1647270279146, score(0)
18:04:39.146 69, 1647270279146, thing(-3,-2,obstacle,)
18:04:39.146 69, 1647270279146, thing(-1,-3,obstacle,)
18:04:39.146 69, 1647270279146, thing(1,-2,obstacle,)
18:04:39.146 69, 1647270279146, thing(1,-4,obstacle,)
18:04:39.146 69, 1647270279146, thing(3,-1,obstacle,)
18:04:39.146 69, 1647270279146, thing(5,0,obstacle,)
18:04:39.146 69, 1647270279146, thing(3,1,obstacle,)
18:04:39.146 69, 1647270279146, energy(100)
18:04:39.146 69, 1647270279146, name(agentA1)
18:04:39.146 69, 1647270279146, team(A)
18:04:39.146 69, 1647270279146, teamSize(1)
18:04:39.149 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[n]]
18:04:39.251 **********  A1  **********
18:04:39.251 71, 1647270279251, simStart
18:04:39.252 71, 1647270279252, thing(-4,-1,obstacle,)
18:04:39.252 71, 1647270279252, thing(-2,2,obstacle,)
18:04:39.252 71, 1647270279252, deactivated(false)
18:04:39.252 71, 1647270279252, thing(-4,1,obstacle,)
18:04:39.252 71, 1647270279252, thing(-2,-2,obstacle,)
18:04:39.252 71, 1647270279252, thing(2,2,obstacle,)
18:04:39.252 71, 1647270279252, thing(0,-1,obstacle,)
18:04:39.252 71, 1647270279252, thing(0,-3,obstacle,)
18:04:39.252 71, 1647270279252, thing(0,-5,obstacle,)
18:04:39.252 71, 1647270279252, thing(2,-2,obstacle,)
18:04:39.252 71, 1647270279252, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:39.252 71, 1647270279252, thing(4,-1,obstacle,)
18:04:39.252 71, 1647270279252, thing(4,1,obstacle,)
18:04:39.253 71, 1647270279253, task(task0,137,10,[req(0,1,b2)])
18:04:39.253 71, 1647270279253, step(9)
18:04:39.253 71, 1647270279253, requestAction
18:04:39.253 71, 1647270279253, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:39.253 71, 1647270279253, thing(-3,1,obstacle,)
18:04:39.253 71, 1647270279253, thing(-5,0,obstacle,)
18:04:39.253 71, 1647270279253, thing(-3,-1,obstacle,)
18:04:39.253 71, 1647270279253, thing(-1,-2,obstacle,)
18:04:39.253 71, 1647270279253, thing(-1,-4,obstacle,)
18:04:39.253 71, 1647270279253, thing(1,-1,obstacle,)
18:04:39.253 71, 1647270279253, thing(1,-3,obstacle,)
18:04:39.253 71, 1647270279253, thing(3,-2,obstacle,)
18:04:39.253 71, 1647270279253, thing(3,0,obstacle,)
18:04:39.254 71, 1647270279254, thing(3,2,obstacle,)
18:04:39.254 71, 1647270279254, timestamp(1647270279197)
18:04:39.254 71, 1647270279254, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:39.254 71, 1647270279254, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:39.254 71, 1647270279254, thing(-4,0,obstacle,)
18:04:39.254 71, 1647270279254, deadline(1647270283198)
18:04:39.254 71, 1647270279254, thing(-2,3,obstacle,)
18:04:39.254 71, 1647270279254, steps(750)
18:04:39.254 71, 1647270279254, thing(2,3,obstacle,)
18:04:39.254 71, 1647270279254, thing(-2,-3,obstacle,)
18:04:39.254 71, 1647270279254, thing(0,-2,obstacle,)
18:04:39.254 71, 1647270279254, thing(2,-1,obstacle,)
18:04:39.254 71, 1647270279254, thing(0,-4,obstacle,)
18:04:39.255 71, 1647270279255, thing(2,-3,obstacle,)
18:04:39.255 71, 1647270279255, thing(4,0,obstacle,)
18:04:39.255 71, 1647270279255, lastActionResult(failed_random)
18:04:39.255 71, 1647270279255, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:39.256 71, 1647270279256, lastActionParams([0,-1])
18:04:39.257 71, 1647270279256, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:39.257 71, 1647270279257, thing(0,0,entity,A)
18:04:39.257 71, 1647270279257, role(default)
18:04:39.257 71, 1647270279257, thing(-3,0,obstacle,)
18:04:39.258 71, 1647270279258, thing(-3,2,obstacle,)
18:04:39.258 71, 1647270279258, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:39.258 71, 1647270279258, actionID(9)
18:04:39.258 71, 1647270279258, score(0)
18:04:39.258 71, 1647270279258, thing(-3,-2,obstacle,)
18:04:39.258 71, 1647270279258, thing(-1,-3,obstacle,)
18:04:39.258 71, 1647270279258, thing(1,-2,obstacle,)
18:04:39.258 71, 1647270279258, thing(1,-4,obstacle,)
18:04:39.258 71, 1647270279258, thing(3,-1,obstacle,)
18:04:39.258 71, 1647270279258, thing(5,0,obstacle,)
18:04:39.258 71, 1647270279258, thing(3,1,obstacle,)
18:04:39.258 71, 1647270279258, energy(100)
18:04:39.258 71, 1647270279258, name(agentA1)
18:04:39.258 71, 1647270279258, lastAction(clear)
18:04:39.258 71, 1647270279258, team(A)
18:04:39.259 71, 1647270279259, teamSize(1)
18:04:39.261 $$$$$ RULE EXECUTION : If massim produces failed_random randomly : move randomly : w
18:04:39.376 **********  A1  **********
18:04:39.376 73, 1647270279376, simStart
18:04:39.376 73, 1647270279376, thing(-4,-1,obstacle,)
18:04:39.376 73, 1647270279376, thing(-2,2,obstacle,)
18:04:39.376 73, 1647270279376, lastAction(move)
18:04:39.377 73, 1647270279376, deactivated(false)
18:04:39.377 73, 1647270279377, thing(-4,1,obstacle,)
18:04:39.377 73, 1647270279377, thing(-2,-2,obstacle,)
18:04:39.377 73, 1647270279377, thing(-2,0,obstacle,)
18:04:39.377 73, 1647270279377, thing(0,-3,obstacle,)
18:04:39.377 73, 1647270279377, thing(0,-5,obstacle,)
18:04:39.377 73, 1647270279377, thing(2,-2,obstacle,)
18:04:39.377 73, 1647270279377, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:39.377 73, 1647270279377, thing(4,-1,obstacle,)
18:04:39.377 73, 1647270279377, thing(4,1,obstacle,)
18:04:39.377 73, 1647270279377, task(task0,137,10,[req(0,1,b2)])
18:04:39.377 73, 1647270279377, step(10)
18:04:39.377 73, 1647270279377, requestAction
18:04:39.377 73, 1647270279377, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:39.377 73, 1647270279377, thing(-3,1,obstacle,)
18:04:39.377 73, 1647270279377, timestamp(1647270279316)
18:04:39.378 73, 1647270279378, thing(-5,0,obstacle,)
18:04:39.378 73, 1647270279378, thing(-1,2,obstacle,)
18:04:39.378 73, 1647270279378, lastActionResult(success)
18:04:39.378 73, 1647270279378, thing(-3,-1,obstacle,)
18:04:39.378 73, 1647270279378, thing(-1,-2,obstacle,)
18:04:39.378 73, 1647270279378, thing(-1,-4,obstacle,)
18:04:39.378 73, 1647270279378, thing(1,-1,obstacle,)
18:04:39.378 73, 1647270279378, thing(1,-3,obstacle,)
18:04:39.378 73, 1647270279378, thing(3,-2,obstacle,)
18:04:39.378 73, 1647270279378, thing(3,2,obstacle,)
18:04:39.378 73, 1647270279378, lastActionParams([w])
18:04:39.378 73, 1647270279378, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:39.378 73, 1647270279378, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:39.378 73, 1647270279378, thing(-4,0,obstacle,)
18:04:39.378 73, 1647270279378, thing(-2,1,obstacle,)
18:04:39.379 73, 1647270279378, thing(-2,3,obstacle,)
18:04:39.379 73, 1647270279379, steps(750)
18:04:39.379 73, 1647270279379, thing(-2,-3,obstacle,)
18:04:39.379 73, 1647270279379, thing(-2,-1,obstacle,)
18:04:39.379 73, 1647270279379, thing(0,-2,obstacle,)
18:04:39.379 73, 1647270279379, thing(2,-1,obstacle,)
18:04:39.379 73, 1647270279379, thing(0,-4,obstacle,)
18:04:39.379 73, 1647270279379, thing(2,-3,obstacle,)
18:04:39.379 73, 1647270279379, thing(4,0,obstacle,)
18:04:39.379 73, 1647270279379, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:39.379 73, 1647270279379, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:39.379 73, 1647270279379, thing(0,0,entity,A)
18:04:39.379 73, 1647270279379, deadline(1647270283317)
18:04:39.379 73, 1647270279379, role(default)
18:04:39.379 73, 1647270279379, thing(-3,0,obstacle,)
18:04:39.380 73, 1647270279379, thing(-3,2,obstacle,)
18:04:39.380 73, 1647270279380, thing(-1,3,obstacle,)
18:04:39.380 73, 1647270279380, actionID(10)
18:04:39.380 73, 1647270279380, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:39.380 73, 1647270279380, score(0)
18:04:39.380 73, 1647270279380, thing(-3,-2,obstacle,)
18:04:39.380 73, 1647270279380, thing(-1,-3,obstacle,)
18:04:39.380 73, 1647270279380, thing(1,-2,obstacle,)
18:04:39.380 73, 1647270279380, thing(1,-4,obstacle,)
18:04:39.380 73, 1647270279380, thing(3,-1,obstacle,)
18:04:39.380 73, 1647270279380, thing(5,0,obstacle,)
18:04:39.380 73, 1647270279380, energy(100)
18:04:39.380 73, 1647270279380, name(agentA1)
18:04:39.380 73, 1647270279380, team(A)
18:04:39.380 73, 1647270279380, teamSize(1)
18:04:39.381 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : w
18:04:39.487 **********  A1  **********
18:04:39.487 75, 1647270279487, simStart
18:04:39.487 75, 1647270279487, thing(-4,-1,obstacle,)
18:04:39.487 75, 1647270279487, thing(-2,2,obstacle,)
18:04:39.487 75, 1647270279487, lastAction(move)
18:04:39.488 75, 1647270279487, thing(0,3,obstacle,)
18:04:39.488 75, 1647270279488, deactivated(false)
18:04:39.488 75, 1647270279488, thing(-4,1,obstacle,)
18:04:39.488 75, 1647270279488, thing(-2,-2,obstacle,)
18:04:39.488 75, 1647270279488, thing(-2,0,obstacle,)
18:04:39.488 75, 1647270279488, thing(0,-3,obstacle,)
18:04:39.488 75, 1647270279488, thing(0,-5,obstacle,)
18:04:39.488 75, 1647270279488, thing(2,-2,obstacle,)
18:04:39.488 75, 1647270279488, deadline(1647270283397)
18:04:39.488 75, 1647270279488, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:39.488 75, 1647270279488, thing(4,-1,obstacle,)
18:04:39.488 75, 1647270279488, task(task0,137,10,[req(0,1,b2)])
18:04:39.488 75, 1647270279488, step(11)
18:04:39.489 75, 1647270279488, requestAction
18:04:39.489 75, 1647270279489, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:39.489 75, 1647270279489, thing(-3,1,obstacle,)
18:04:39.489 75, 1647270279489, thing(-1,4,obstacle,)
18:04:39.489 75, 1647270279489, thing(-5,0,obstacle,)
18:04:39.490 75, 1647270279490, thing(-1,2,obstacle,)
18:04:39.490 75, 1647270279490, lastActionResult(success)
18:04:39.491 75, 1647270279490, thing(-1,0,obstacle,)
18:04:39.491 75, 1647270279491, thing(-3,-1,obstacle,)
18:04:39.491 75, 1647270279491, thing(-1,-2,obstacle,)
18:04:39.491 75, 1647270279491, thing(-1,-4,obstacle,)
18:04:39.491 75, 1647270279491, thing(1,-3,obstacle,)
18:04:39.491 75, 1647270279491, thing(3,-2,obstacle,)
18:04:39.491 75, 1647270279491, lastActionParams([w])
18:04:39.491 75, 1647270279491, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:39.491 75, 1647270279491, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:39.492 75, 1647270279492, thing(-4,0,obstacle,)
18:04:39.492 75, 1647270279492, thing(-2,1,obstacle,)
18:04:39.492 75, 1647270279492, thing(-2,3,obstacle,)
18:04:39.492 75, 1647270279492, steps(750)
18:04:39.492 75, 1647270279492, thing(-2,-3,obstacle,)
18:04:39.492 75, 1647270279492, thing(0,2,obstacle,)
18:04:39.492 75, 1647270279492, thing(-2,-1,obstacle,)
18:04:39.492 75, 1647270279492, thing(0,-2,obstacle,)
18:04:39.492 75, 1647270279492, thing(2,-1,obstacle,)
18:04:39.492 75, 1647270279492, thing(0,-4,obstacle,)
18:04:39.492 75, 1647270279492, thing(2,-3,obstacle,)
18:04:39.492 75, 1647270279492, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:39.492 75, 1647270279492, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:39.492 75, 1647270279492, thing(0,0,entity,A)
18:04:39.492 75, 1647270279492, role(default)
18:04:39.492 75, 1647270279492, thing(-3,0,obstacle,)
18:04:39.493 75, 1647270279493, thing(-3,2,obstacle,)
18:04:39.493 75, 1647270279493, thing(-1,3,obstacle,)
18:04:39.493 75, 1647270279493, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:39.493 75, 1647270279493, thing(-1,1,obstacle,)
18:04:39.493 75, 1647270279493, score(0)
18:04:39.493 75, 1647270279493, thing(-3,-2,obstacle,)
18:04:39.493 75, 1647270279493, actionID(11)
18:04:39.493 75, 1647270279493, thing(-1,-1,obstacle,)
18:04:39.493 75, 1647270279493, thing(-1,-3,obstacle,)
18:04:39.493 75, 1647270279493, thing(1,-2,obstacle,)
